"Title","Body","Submitted" 
"16713","is it just me or does everyone i pass by anywhere seem so intimidating or stressed :( i could be just overthinking or smthn

can we have a school-wide day to just spread some positivity through the simple act of saying hello? maybe we can have like an official Hi/Hello day this December where we all wear yellow/white/red/green n greet every stranger we see with a heart warming smile (just in time for Christmas lovin) just a random idea :c -freshman with heavy anxiety","November 19, 2018 10:09:32 PM +08"
"16712","CAN WE PLEASE please please do The Blue Escape a second time?? We only realized after leaving MVP something we should've done! Swear we could have escaped if we had thought of it earlier asfwtwejljkdf","November 19, 2018 10"
"16711","I have this group of friends, and I honestly feel like I’m the only sane one out of all of them. No joke.

You’ve got two guys who can’t stop fighting over trivial bullshit, and another guy (we’ll call him Jake) who gives no shits whatsoever. I can handle the two guys, it’s no different from watching parents fight, but it’s jake I have the bigger problem with.  Like I said, he doesn’t care. It’s not like a chill free spirited type of “I don’t care” it’s a more of cold apathy. If something goes even the slightest bit out of his favor, he’ll pretty much leave you instead of trying to fix it and work things out. Case and point, he’s not a nice guy. He’s not that caring. And that sucks for me because I’m trying to keep this friendship alive. I’m trying to get everyone’s heads straight and show them that they need to change. But it’s slowly tugging away my sanity. I’ve been getting more and more short tempered because of this, and it’s honestly scary because I’m usually a pacifist. Fuck.","November 19, 2018 10:01:43 PM +08"
"16710","",""
"16709","So I met this guy recently, and I can't really tell if he sees me as just a friend or something more mainly because I have trouble reading people and knowing whether they like me for real or not. He says these small things that to me, mean something but I don't know if he means it that way. I usually don't mind these kinds of stuff but the guy is my type and I'm really really confused and frustrated about how I feel towards him, if I just like the idea of him or him talaga. AAAAAAAAA THIS IS SO FRUSTRATING and what's worse is I know na I'm not even his tyPE pero I still think this way aAAAaaAa what should I do :c  - sad sad cactus","November 19, 2018 9:59:00 PM +08"
"16708","During a instructor evaluation in UST, some students commented that I used to brag the name of Ateneo during my lectures. WTF, I only mentioned it once during the time I was giving an example. Now that evaluation is officially posted in USTFU and kitang kita siya ng mga administrators. When I decided to no longer mention the name of the Ateneo, these students naman keep on telling me about how 'losers' Blue Babble Battalions were pag dating sa cheerdance competition. And they also hope sana matalo sila sa UAAP finals through sweep. Where's justice when you are being bullied no let me rephrase HARASSED by the students of UST when you can't do anything about it? Anyway only two weeks to go na lang before the end of the semester.","November 19, 2018 9"
"16707","Hi beginner momoler here. In momol, tongue or nah? I'm just curious with what the majority like and info here can also be used for future purposes :D

Like reac for tongue
 Heart reac for no tongue","November 19, 2018 9:47:12 PM +08"
"16706","I saw this guy wearing dark blue shorts, white shoes, and I think a white shirt with some beige on it. He also had a small lunchbag with a green/yellow handle on it and a dark grey Herschel knapsack. He was crossing near the Admin around 6:40 ish. White skin, average height, and I think he's gay. A question: HOW THE HELL ARE YOU SO DAMN CUTE?! Most papi person I have ever seen. Hands down.","November 19, 2018 9"
"16705","its so fucking hard to be in the same school as your ex. how do I move on if i see her every single day?","November 19, 2018 9"
"16704","When my classmates ask me for tips on how to survive a philo orals I failed miserably","November 19, 2018 9"
"16703","ang sarap ng feeling na hindi lang ako yung bobo sa class tyg","November 19, 2018 9"
"16702","IT'S CALLED THE CIRCLE OF LIFE BECAUSE IT'S FUCKING POINTLESS","November 19, 2018 9"
"16701","am I the only junior who still doesn't have an org lmao","November 19, 2018 9"
"16700","gago mhen putangina ng buhay koooooooo AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA","November 19, 2018 9"
"16699","*whispers","November 19, 2018 8"
"16698","(in fairness the ones ive used are clean and with functioning bidet)","November 19, 2018 8"
"16697","there’s no way the red brick road goes where i can stop thinking of you

how could i not catch feelings
 when everywhere reminds me of you
 because i can’t walk around
 on all these red brick roads
 and not recall your favorite red top
 the one you already wore a few times
 or how you blush when you laugh
 until you can’t breathe and start to cry 
 so as i walk on my way home
 you’re the one who takes me there
 because i can’t help but think of you
 on all these red brick roads
 and once they end at the gates
 i miss you even if we never even talked
 because you’re way out of my league
 and i only wait for you to notice me like whenever i bring cookies to class
 and offer you some even if we're not close
 because i love that look of delight you get
 from only a bite that makes your eyes pop
 and i feel your energy across the room
 like the sun on all these red brick roads
 that even trees can’t hold back
 just as all these feelings i can't help but it’s just infatuation
 really i just think you’re so pretty
 and i imagine having every day with you
 would be better with your cheerful wits
 because i can’t take it when i’m the only one alone
 without a hand to hold on all these red brick roads
 when they’re the very thing i always see every day
 that i can never ignore just like how i feel about you","November 19, 2018 8:44:12 PM +08"
"16696","Anyone here who listens to Bobby Brown? He's one of the best 80's artists IMO.","November 19, 2018 8"
"16695","I know where to cut myself to bleed out quickly. It won't be very painful. I'll just get tired and fall asleep and never wake up. Should I?","November 19, 2018 8"
